Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
49206,Sapoca,514.2,514.2,1714.0,1714.0,6856,342.8,514.2,1714.0,514.2,514.2,1714.0,1714.0,6856,342.8,514.2,1714.0
49233,Sarulesti,204.45,204.45,681.5,681.5,2726,136.3,204.45,681.5,204.45,204.45,681.5,681.5,2726,136.3,204.45,681.5
49313,Scortoasa,423.45,423.45,1411.5,1411.5,5646,282.3,423.45,1411.5,423.45,423.45,1411.5,1411.5,5646,282.3,423.45,1411.5
49439,Scutelnici,348.3,348.3,1161.0,1161.0,4644,232.2,348.3,1161.0,348.3,348.3,1161.0,1161.0,4644,232.2,348.3,1161.0
49484,Siriu,484.95,484.95,1616.5,1616.5,6466,323.3,484.95,1616.5,484.95,484.95,1616.5,1616.5,6466,323.3,484.95,1616.5
49545,Smeeni,995.4,995.4,3318.0,3318.0,13272,663.6,995.4,3318.0,995.4,995.4,3318.0,3318.0,13272,663.6,995.4,3318.0
49625,Stalpu,469.2,469.2,1564.0,1564.0,6256,312.8,469.2,1564.0,469.2,469.2,1564.0,1564.0,6256,312.8,469.2,1564.0
49643,Tisau,690.15,690.15,2300.5,2300.5,9202,460.1,690.15,2300.5,690.15,690.15,2300.5,2300.5,9202,460.1,690.15,2300.5
49769,Topliceni,654.75,654.75,2182.5,2182.5,8730,436.5,654.75,2182.5,654.75,654.75,2182.5,2182.5,8730,436.5,654.75,2182.5
49849,Tintesti,680.4,680.4,2268.0,2268.0,9072,453.6,680.4,2268.0,680.4,680.4,2268.0,2268.0,9072,453.6,680.4,2268.0
49894,Ulmeni,473.4,473.4,1578.0,1578.0,6312,315.6,473.4,1578.0,473.4,473.4,1578.0,1578.0,6312,315.6,473.4,1578.0
49956,Vadu Pasii,1457.1,1457.1,4857.0,4857.0,19428,971.4,1457.1,4857.0,1457.1,1457.1,4857.0,4857.0,19428,971.4,1457.1,4857.0
50022,Valea Ramnicului,852.15,852.15,2840.5,2840.5,11362,568.1,852.15,2840.5,852.15,852.15,2840.5,2840.5,11362,568.1,852.15,2840.5
50068,Valea Salciei,111.9,111.9,373.0,373.0,1492,74.6,111.9,373.0,111.9,111.9,373.0,373.0,1492,74.6,111.9,373.0
50102,Vernesti,1365.15,1365.15,4550.5,4550.5,18202,910.1,1365.15,4550.5,1365.15,1365.15,4550.5,4550.5,18202,910.1,1365.15,4550.5
50228,Vintila Voda,447.6,447.6,1492.0,1492.0,5968,298.4,447.6,1492.0,447.6,447.6,1492.0,1492.0,5968,298.4,447.6,1492.0
50326,Viperesti,530.7,530.7,1769.0,1769.0,7076,353.8,530.7,1769.0,530.7,530.7,1769.0,1769.0,7076,353.8,530.7,1769.0
50399,Valcelele,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0
50415,Zarnesti,761.4,761.4,2538.0,2538.0,10152,507.6,761.4,2538.0,761.4,761.4,2538.0,2538.0,10152,507.6,761.4,2538.0
50479,Ziduri,664.05,664.05,2213.5,2213.5,8854,442.7,664.05,2213.5,664.05,664.05,2213.5,2213.5,8854,442.7,664.05,2213.5
50549,Unguriu,345.45,345.45,1151.5,1151.5,4606,230.3,345.45,1151.5,345.45,345.45,1151.5,1151.5,4606,230.3,345.45,1151.5
50564,Florica,202.65,202.65,675.5,675.5,2702,135.1,202.65,675.5,202.65,202.65,675.5,675.5,2702,135.1,202.65,675.5
50790,Municipiul Resita,13291.95,13291.95,44306.5,44306.5,177226,8861.3,13291.95,44306.5,13291.95,13291.95,44306.5,44306.5,177226,8861.3,13291.95,44306.5
50889,Oras Anina,1401.45,1401.45,4671.5,4671.5,18686,934.3,1401.45,4671.5,1401.45,1401.45,4671.5,4671.5,18686,934.3,1401.45,4671.5
50923,Oras Baile Herculane,775.05,775.05,2583.5,2583.5,10334,516.7,775.05,2583.5,775.05,775.05,2583.5,2583.5,10334,516.7,775.05,2583.5
50969,Oras Bocsa,2874.0,2874.0,9580.0,9580.0,38320,1916.0,2874.0,9580.0,2874.0,2874.0,9580.0,9580.0,38320,1916.0,2874.0,9580.0
50987,Ocna De Fier,108.6,108.6,362.0,362.0,1448,72.4,108.6,362.0,108.6,108.6,362.0,362.0,1448,72.4,108.6,362.0
51010,Municipiul Caransebes,4579.05,4579.05,15263.5,15263.5,61054,3052.7,4579.05,15263.5,4579.05,4579.05,15263.5,15263.5,61054,3052.7,4579.05,15263.5
51056,Oras Moldova Noua,2034.0,2034.0,6780.0,6780.0,27120,1356.0,2034.0,6780.0,2034.0,2034.0,6780.0,6780.0,27120,1356.0,2034.0,6780.0
51118,Oras Oravita,2004.15,2004.15,6680.5,6680.5,26722,1336.1,2004.15,6680.5,2004.15,2004.15,6680.5,6680.5,26722,1336.1,2004.15,6680.5
51207,Oras Otelu Rosu,1904.25,1904.25,6347.5,6347.5,25390,1269.5,1904.25,6347.5,1904.25,1904.25,6347.5,6347.5,25390,1269.5,1904.25,6347.5
51243,Armenis,364.95,364.95,1216.5,1216.5,4866,243.3,364.95,1216.5,364.95,364.95,1216.5,1216.5,4866,243.3,364.95,1216.5
51305,Bania,262.2,262.2,874.0,874.0,3496,174.8,262.2,874.0,262.2,262.2,874.0,874.0,3496,174.8,262.2,874.0
51332,Bautar,385.95,385.95,1286.5,1286.5,5146,257.3,385.95,1286.5,385.95,385.95,1286.5,1286.5,5146,257.3,385.95,1286.5
51387,Berliste,188.7,188.7,629.0,629.0,2516,125.8,188.7,629.0,188.7,188.7,629.0,629.0,2516,125.8,188.7,629.0
51449,Berzasca,415.8,415.8,1386.0,1386.0,5544,277.2,415.8,1386.0,415.8,415.8,1386.0,1386.0,5544,277.2,415.8,1386.0
51500,Berzovia,591.0,591.0,1970.0,1970.0,7880,394.0,591.0,1970.0,591.0,591.0,1970.0,1970.0,7880,394.0,591.0,1970.0
51546,Bolvasnita,208.65,208.65,695.5,695.5,2782,139.1,208.65,695.5,208.65,208.65,695.5,695.5,2782,139.1,208.65,695.5
51573,Bozovici,453.45,453.45,1511.5,1511.5,6046,302.3,453.45,1511.5,453.45,453.45,1511.5,1511.5,6046,302.3,453.45,1511.5
51626,Brebu,173.25,173.25,577.5,577.5,2310,115.5,173.25,577.5,173.25,173.25,577.5,577.5,2310,115.5,173.25,577.5
51662,Brebu Nou,44.7,44.7,149.0,149.0,596,29.8,44.7,149.0,44.7,44.7,149.0,149.0,596,29.8,44.7,149.0
51699,Buchin,305.1,305.1,1017.0,1017.0,4068,203.4,305.1,1017.0,305.1,305.1,1017.0,1017.0,4068,203.4,305.1,1017.0
51751,Bucosnita,418.95,418.95,1396.5,1396.5,5586,279.3,418.95,1396.5,418.95,418.95,1396.5,1396.5,5586,279.3,418.95,1396.5
51804,Carasova,446.4,446.4,1488.0,1488.0,5952,297.6,446.4,1488.0,446.4,446.4,1488.0,1488.0,5952,297.6,446.4,1488.0
51840,Carbunari,147.45,147.45,491.5,491.5,1966,98.3,147.45,491.5,147.45,147.45,491.5,491.5,1966,98.3,147.45,491.5
51877,Constantin Daicoviciu,418.35,418.35,1394.5,1394.5,5578,278.9,418.35,1394.5,418.35,418.35,1394.5,1394.5,5578,278.9,418.35,1394.5
51948,Ciclova Romana,240.75,240.75,802.5,802.5,3210,160.5,240.75,802.5,240.75,240.75,802.5,802.5,3210,160.5,240.75,802.5
51984,Ciuchici,159.0,159.0,530.0,530.0,2120,106.0,159.0,530.0,159.0,159.0,530.0,530.0,2120,106.0,159.0,530.0
52035,Ciudanovita,102.0,102.0,340.0,340.0,1360,68.0,102.0,340.0,102.0,102.0,340.0,340.0,1360,68.0,102.0,340.0
52062,Copacele,170.4,170.4,568.0,568.0,2272,113.6,170.4,568.0,170.4,170.4,568.0,568.0,2272,113.6,170.4,568.0
52115,Cornea,265.05,265.05,883.5,883.5,3534,176.7,265.05,883.5,265.05,265.05,883.5,883.5,3534,176.7,265.05,883.5
52160,Cornereva,444.9,444.9,1483.0,1483.0,5932,296.6,444.9,1483.0,444.9,444.9,1483.0,1483.0,5932,296.6,444.9,1483.0
52570,Dalboset,251.4,251.4,838.0,838.0,3352,167.6,251.4,838.0,251.4,251.4,838.0,838.0,3352,167.6,251.4,838.0
52650,Doclin,291.0,291.0,970.0,970.0,3880,194.0,291.0,970.0,291.0,291.0,970.0,970.0,3880,194.0,291.0,970.0
52696,Dognecea,322.65,322.65,1075.5,1075.5,4302,215.1,322.65,1075.5,322.65,322.65,1075.5,1075.5,4302,215.1,322.65,1075.5
52721,Domasnea,196.35,196.35,654.5,654.5,2618,130.9,196.35,654.5,196.35,196.35,654.5,654.5,2618,130.9,196.35,654.5
52758,Ezeris,195.6,195.6,652.0,652.0,2608,130.4,195.6,652.0,195.6,195.6,652.0,652.0,2608,130.4,195.6,652.0
52785,Farliug,260.85,260.85,869.5,869.5,3478,173.9,260.85,869.5,260.85,260.85,869.5,869.5,3478,173.9,260.85,869.5
52856,Forotic,267.6,267.6,892.0,892.0,3568,178.4,267.6,892.0,267.6,267.6,892.0,892.0,3568,178.4,267.6,892.0
52909,Garnic,217.05,217.05,723.5,723.5,2894,144.7,217.05,723.5,217.05,217.05,723.5,723.5,2894,144.7,217.05,723.5
52936,Glimboca,280.95,280.95,936.5,936.5,3746,187.3,280.95,936.5,280.95,280.95,936.5,936.5,3746,187.3,280.95,936.5
52954,Goruia,118.65,118.65,395.5,395.5,1582,79.1,118.65,395.5,118.65,118.65,395.5,395.5,1582,79.1,118.65,395.5
52990,Gradinari,308.7,308.7,1029.0,1029.0,4116,205.8,308.7,1029.0,308.7,308.7,1029.0,1029.0,4116,205.8,308.7,1029.0
53023,Iablanita,321.6,321.6,1072.0,1072.0,4288,214.4,321.6,1072.0,321.6,321.6,1072.0,1072.0,4288,214.4,321.6,1072.0
53069,Lapusnicel,148.95,148.95,496.5,496.5,1986,99.3,148.95,496.5,148.95,148.95,496.5,496.5,1986,99.3,148.95,496.5
53103,Lapusnicu Mare,254.25,254.25,847.5,847.5,3390,169.5,254.25,847.5,254.25,254.25,847.5,847.5,3390,169.5,254.25,847.5
53130,Luncavita,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5
53167,Lupac,399.6,399.6,1332.0,1332.0,5328,266.4,399.6,1332.0,399.6,399.6,1332.0,1332.0,5328,266.4,399.6,1332.0
53210,Marga,164.25,164.25,547.5,547.5,2190,109.5,164.25,547.5,164.25,164.25,547.5,547.5,2190,109.5,164.25,547.5
53247,Maureni,441.3,441.3,1471.0,1471.0,5884,294.2,441.3,1471.0,441.3,441.3,1471.0,1471.0,5884,294.2,441.3,1471.0
53274,Mehadia,620.85,620.85,2069.5,2069.5,8278,413.9,620.85,2069.5,620.85,620.85,2069.5,2069.5,8278,413.9,620.85,2069.5
53327,Mehadica,104.4,104.4,348.0,348.0,1392,69.6,104.4,348.0,104.4,104.4,348.0,348.0,1392,69.6,104.4,348.0
53345,Naidas,162.45,162.45,541.5,541.5,2166,108.3,162.45,541.5,162.45,162.45,541.5,541.5,2166,108.3,162.45,541.5
53372,Obreja,515.1,515.1,1717.0,1717.0,6868,343.4,515.1,1717.0,515.1,515.1,1717.0,1717.0,6868,343.4,515.1,1717.0
53425,Paltinis,367.95,367.95,1226.5,1226.5,4906,245.3,367.95,1226.5,367.95,367.95,1226.5,1226.5,4906,245.3,367.95,1226.5
53489,Coronini,296.7,296.7,989.0,989.0,3956,197.8,296.7,989.0,296.7,296.7,989.0,989.0,3956,197.8,296.7,989.0
53513,Pojejena,429.15,429.15,1430.5,1430.5,5722,286.1,429.15,1430.5,429.15,429.15,1430.5,1430.5,5722,286.1,429.15,1430.5
53577,Prigor,372.45,372.45,1241.5,1241.5,4966,248.3,372.45,1241.5,372.45,372.45,1241.5,1241.5,4966,248.3,372.45,1241.5
53639,Ramna,240.15,240.15,800.5,800.5,3202,160.1,240.15,800.5,240.15,240.15,800.5,800.5,3202,160.1,240.15,800.5
53675,Racasdia,318.3,318.3,1061.0,1061.0,4244,212.2,318.3,1061.0,318.3,318.3,1061.0,1061.0,4244,212.2,318.3,1061.0
53700,Eftimie Murgu,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0
53728,Rusca Montana,291.75,291.75,972.5,972.5,3890,194.5,291.75,972.5,291.75,291.75,972.5,972.5,3890,194.5,291.75,972.5
53755,Sacu,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0
53791,Sasca Montana,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0
53853,Sichevita,320.1,320.1,1067.0,1067.0,4268,213.4,320.1,1067.0,320.1,320.1,1067.0,1067.0,4268,213.4,320.1,1067.0
54056,Slatina-Timis,452.85,452.85,1509.5,1509.5,6038,301.9,452.85,1509.5,452.85,452.85,1509.5,1509.5,6038,301.9,452.85,1509.5
54109,Socol,325.8,325.8,1086.0,1086.0,4344,217.2,325.8,1086.0,325.8,325.8,1086.0,1086.0,4344,217.2,325.8,1086.0
54163,Sopotu Nou,174.6,174.6,582.0,582.0,2328,116.4,174.6,582.0,174.6,174.6,582.0,582.0,2328,116.4,174.6,582.0
54270,Teregova,609.45,609.45,2031.5,2031.5,8126,406.3,609.45,2031.5,609.45,609.45,2031.5,2031.5,8126,406.3,609.45,2031.5
54305,Ticvaniu Mare,300.15,300.15,1000.5,1000.5,4002,200.1,300.15,1000.5,300.15,300.15,1000.5,1000.5,4002,200.1,300.15,1000.5
54350,Tarnova,250.5,250.5,835.0,835.0,3340,167.0,250.5,835.0,250.5,250.5,835.0,835.0,3340,167.0,250.5,835.0
54387,Toplet,391.8,391.8,1306.0,1306.0,5224,261.2,391.8,1306.0,391.8,391.8,1306.0,1306.0,5224,261.2,391.8,1306.0
54412,Turnu Ruieni,522.15,522.15,1740.5,1740.5,6962,348.1,522.15,1740.5,522.15,522.15,1740.5,1740.5,6962,348.1,522.15,1740.5
54485,Valiug,115.35,115.35,384.5,384.5,1538,76.9,115.35,384.5,115.35,115.35,384.5,384.5,1538,76.9,115.35,384.5
54500,Varadia,213.15,213.15,710.5,710.5,2842,142.1,213.15,710.5,213.15,213.15,710.5,710.5,2842,142.1,213.15,710.5
54537,Vermes,230.1,230.1,767.0,767.0,3068,153.4,230.1,767.0,230.1,230.1,767.0,767.0,3068,153.4,230.1,767.0
54573,Vrani,175.35,175.35,584.5,584.5,2338,116.9,175.35,584.5,175.35,175.35,584.5,584.5,2338,116.9,175.35,584.5
54617,Zavoi,621.45,621.45,2071.5,2071.5,8286,414.3,621.45,2071.5,621.45,621.45,2071.5,2071.5,8286,414.3,621.45,2071.5
54699,Zorlentu Mare,130.2,130.2,434.0,434.0,1736,86.8,130.2,434.0,130.2,130.2,434.0,434.0,1736,86.8,130.2,434.0
54975,Municipiul Cluj-Napoca,48287.4,48287.4,160958.0,160958.0,643832,32191.6,48287.4,160958.0,48287.4,48287.4,160958.0,160958.0,643832,32191.6,48287.4,160958.0
55008,Municipiul Dej,5847.9,5847.9,19493.0,19493.0,77972,3898.6,5847.9,19493.0,5847.9,5847.9,19493.0,19493.0,77972,3898.6,5847.9,19493.0
55062,Cuzdrioara,448.95,448.95,1496.5,1496.5,5986,299.3,448.95,1496.5,448.95,448.95,1496.5,1496.5,5986,299.3,448.95,1496.5
55106,Jichisu De Jos,172.65,172.65,575.5,575.5,2302,115.1,172.65,575.5,172.65,172.65,575.5,575.5,2302,115.1,172.65,575.5
55160,Mica,542.4,542.4,1808.0,1808.0,7232,361.6,542.4,1808.0,542.4,542.4,1808.0,1808.0,7232,361.6,542.4,1808.0
55259,Municipiul Turda,8601.15,8601.15,28670.5,28670.5,114682,5734.1,8601.15,28670.5,8601.15,8601.15,28670.5,28670.5,114682,5734.1,8601.15,28670.5
55277,Mihai Viteazu,869.25,869.25,2897.5,2897.5,11590,579.5,869.25,2897.5,869.25,869.25,2897.5,2897.5,11590,579.5,869.25,2897.5
55311,Sandulesti,301.2,301.2,1004.0,1004.0,4016,200.8,301.2,1004.0,301.2,301.2,1004.0,1004.0,4016,200.8,301.2,1004.0
55357,Municipiul Campia Turzii,4247.7,4247.7,14159.0,14159.0,56636,2831.8,4247.7,14159.0,4247.7,4247.7,14159.0,14159.0,56636,2831.8,4247.7,14159.0
55384,Municipiul Gherla,3486.75,3486.75,11622.5,11622.5,46490,2324.5,3486.75,11622.5,3486.75,3486.75,11622.5,11622.5,46490,2324.5,3486.75,11622.5
55446,Oras Huedin,1444.8,1444.8,4816.0,4816.0,19264,963.2,1444.8,4816.0,1444.8,1444.8,4816.0,4816.0,19264,963.2,1444.8,4816.0
55473,Aghiresu,1018.35,1018.35,3394.5,3394.5,13578,678.9,1018.35,3394.5,1018.35,1018.35,3394.5,3394.5,13578,678.9,1018.35,3394.5
55598,Aiton,156.45,156.45,521.5,521.5,2086,104.3,156.45,521.5,156.45,156.45,521.5,521.5,2086,104.3,156.45,521.5
55623,Alunis,181.65,181.65,605.5,605.5,2422,121.1,181.65,605.5,181.65,181.65,605.5,605.5,2422,121.1,181.65,605.5
55687,Apahida,1789.05,1789.05,5963.5,5963.5,23854,1192.7,1789.05,5963.5,1789.05,1789.05,5963.5,5963.5,23854,1192.7,1789.05,5963.5
55776,Aschileu,240.3,240.3,801.0,801.0,3204,160.2,240.3,801.0,240.3,240.3,801.0,801.0,3204,160.2,240.3,801.0
55838,Baciu,1622.1,1622.1,5407.0,5407.0,21628,1081.4,1622.1,5407.0,1622.1,1622.1,5407.0,5407.0,21628,1081.4,1622.1,5407.0
55918,Baisoara,308.85,308.85,1029.5,1029.5,4118,205.9,308.85,1029.5,308.85,308.85,1029.5,1029.5,4118,205.9,308.85,1029.5
56014,Belis,199.05,199.05,663.5,663.5,2654,132.7,199.05,663.5,199.05,199.05,663.5,663.5,2654,132.7,199.05,663.5
56096,Bobalna,224.4,224.4,748.0,748.0,2992,149.6,224.4,748.0,224.4,224.4,748.0,748.0,2992,149.6,224.4,748.0
56210,Bontida,732.0,732.0,2440.0,2440.0,9760,488.0,732.0,2440.0,732.0,732.0,2440.0,2440.0,9760,488.0,732.0,2440.0
56265,Borsa,207.15,207.15,690.5,690.5,2762,138.1,207.15,690.5,207.15,207.15,690.5,690.5,2762,138.1,207.15,690.5
56327,Buza,192.0,192.0,640.0,640.0,2560,128.0,192.0,640.0,192.0,192.0,640.0,640.0,2560,128.0,192.0,640.0
56354,Caianu,357.9,357.9,1193.0,1193.0,4772,238.6,357.9,1193.0,357.9,357.9,1193.0,1193.0,4772,238.6,357.9,1193.0
56425,Calarasi,366.0,366.0,1220.0,1220.0,4880,244.0,366.0,1220.0,366.0,366.0,1220.0,1220.0,4880,244.0,366.0,1220.0
56461,Calatele,368.7,368.7,1229.0,1229.0,4916,245.8,368.7,1229.0,368.7,368.7,1229.0,1229.0,4916,245.8,368.7,1229.0
56522,Camarasu,416.85,416.85,1389.5,1389.5,5558,277.9,416.85,1389.5,416.85,416.85,1389.5,1389.5,5558,277.9,416.85,1389.5
56568,Capusu Mare,466.5,466.5,1555.0,1555.0,6220,311.0,466.5,1555.0,466.5,466.5,1555.0,1555.0,6220,311.0,466.5,1555.0
56666,Caseiu,717.75,717.75,2392.5,2392.5,9570,478.5,717.75,2392.5,717.75,717.75,2392.5,2392.5,9570,478.5,717.75,2392.5
56773,Catina,280.8,280.8,936.0,936.0,3744,187.2,280.8,936.0,280.8,280.8,936.0,936.0,3744,187.2,280.8,936.0
56844,Ceanu Mare,589.05,589.05,1963.5,1963.5,7854,392.7,589.05,1963.5,589.05,589.05,1963.5,1963.5,7854,392.7,589.05,1963.5
56988,Chinteni,472.05,472.05,1573.5,1573.5,6294,314.7,472.05,1573.5,472.05,472.05,1573.5,1573.5,6294,314.7,472.05,1573.5
57083,Chiuiesti,379.5,379.5,1265.0,1265.0,5060,253.0,379.5,1265.0,379.5,379.5,1265.0,1265.0,5060,253.0,379.5,1265.0
57163,Ciucea,235.35,235.35,784.5,784.5,3138,156.9,235.35,784.5,235.35,235.35,784.5,784.5,3138,156.9,235.35,784.5
57225,Ciurila,219.15,219.15,730.5,730.5,2922,146.1,219.15,730.5,219.15,219.15,730.5,730.5,2922,146.1,219.15,730.5
57314,Catcau,347.7,347.7,1159.0,1159.0,4636,231.8,347.7,1159.0,347.7,347.7,1159.0,1159.0,4636,231.8,347.7,1159.0
57350,Cojocna,628.35,628.35,2094.5,2094.5,8378,418.9,628.35,2094.5,628.35,628.35,2094.5,2094.5,8378,418.9,628.35,2094.5
57449,Cornesti,207.3,207.3,691.0,691.0,2764,138.2,207.3,691.0,207.3,207.3,691.0,691.0,2764,138.2,207.3,691.0
57546,Dabaca,216.75,216.75,722.5,722.5,2890,144.5,216.75,722.5,216.75,216.75,722.5,722.5,2890,144.5,216.75,722.5
57582,Feleacu,564.9,564.9,1883.0,1883.0,7532,376.6,564.9,1883.0,564.9,564.9,1883.0,1883.0,7532,376.6,564.9,1883.0
57644,Fizesu Gherlii,401.55,401.55,1338.5,1338.5,5354,267.7,401.55,1338.5,401.55,401.55,1338.5,1338.5,5354,267.7,401.55,1338.5
57706,Floresti,4224.45,4224.45,14081.5,14081.5,56326,2816.3,4224.45,14081.5,4224.45,4224.45,14081.5,14081.5,56326,2816.3,4224.45,14081.5
57742,Frata,612.75,612.75,2042.5,2042.5,8170,408.5,612.75,2042.5,612.75,612.75,2042.5,2042.5,8170,408.5,612.75,2042.5
57831,Geaca,233.1,233.1,777.0,777.0,3108,155.4,233.1,777.0,233.1,233.1,777.0,777.0,3108,155.4,233.1,777.0
57902,Gilau,1305.6,1305.6,4352.0,4352.0,17408,870.4,1305.6,4352.0,1305.6,1305.6,4352.0,4352.0,17408,870.4,1305.6,4352.0
57948,Garbau,347.7,347.7,1159.0,1159.0,4636,231.8,347.7,1159.0,347.7,347.7,1159.0,1159.0,4636,231.8,347.7,1159.0
58008,Iara,609.45,609.45,2031.5,2031.5,8126,406.3,609.45,2031.5,609.45,609.45,2031.5,2031.5,8126,406.3,609.45,2031.5
58142,Iclod,654.3,654.3,2181.0,2181.0,8724,436.2,654.3,2181.0,654.3,654.3,2181.0,2181.0,8724,436.2,654.3,2181.0
58204,Izvoru Crisului,233.25,233.25,777.5,777.5,3110,155.5,233.25,777.5,233.25,233.25,777.5,777.5,3110,155.5,233.25,777.5
58259,Jucu,647.85,647.85,2159.5,2159.5,8638,431.9,647.85,2159.5,647.85,647.85,2159.5,2159.5,8638,431.9,647.85,2159.5
58311,Luna,703.05,703.05,2343.5,2343.5,9374,468.7,703.05,2343.5,703.05,703.05,2343.5,2343.5,9374,468.7,703.05,2343.5
58357,Maguri-Racatau,356.4,356.4,1188.0,1188.0,4752,237.6,356.4,1188.0,356.4,356.4,1188.0,1188.0,4752,237.6,356.4,1188.0
58393,Manastireni,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5
58464,Margau,237.9,237.9,793.0,793.0,3172,158.6,237.9,793.0,237.9,237.9,793.0,793.0,3172,158.6,237.9,793.0
58534,Marisel,235.65,235.65,785.5,785.5,3142,157.1,235.65,785.5,235.65,235.65,785.5,785.5,3142,157.1,235.65,785.5
58552,Mintiu Gherlii,574.65,574.65,1915.5,1915.5,7662,383.1,574.65,1915.5,574.65,574.65,1915.5,1915.5,7662,383.1,574.65,1915.5
58623,Mociu,500.4,500.4,1668.0,1668.0,6672,333.6,500.4,1668.0,500.4,500.4,1668.0,1668.0,6672,333.6,500.4,1668.0
58721,Moldovenesti,484.2,484.2,1614.0,1614.0,6456,322.8,484.2,1614.0,484.2,484.2,1614.0,1614.0,6456,322.8,484.2,1614.0
58794,Palatca,168.6,168.6,562.0,562.0,2248,112.4,168.6,562.0,168.6,168.6,562.0,562.0,2248,112.4,168.6,562.0
58856,Panticeu,259.95,259.95,866.5,866.5,3466,173.3,259.95,866.5,259.95,259.95,866.5,866.5,3466,173.3,259.95,866.5
58918,Petrestii De Jos,231.15,231.15,770.5,770.5,3082,154.1,231.15,770.5,231.15,231.15,770.5,770.5,3082,154.1,231.15,770.5
58990,Ploscos,103.5,103.5,345.0,345.0,1380,69.0,103.5,345.0,103.5,103.5,345.0,345.0,1380,69.0,103.5,345.0
59041,Poieni,757.8,757.8,2526.0,2526.0,10104,505.2,757.8,2526.0,757.8,757.8,2526.0,2526.0,10104,505.2,757.8,2526.0
59130,Recea-Cristur,207.0,207.0,690.0,690.0,2760,138.0,207.0,690.0,207.0,207.0,690.0,690.0,2760,138.0,207.0,690.0
59238,Risca,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0
59283,Sacuieu,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0
59327,Savadisla,626.4,626.4,2088.0,2088.0,8352,417.6,626.4,2088.0,626.4,626.4,2088.0,2088.0,8352,417.6,626.4,2088.0
59416,Sic,360.75,360.75,1202.5,1202.5,4810,240.5,360.75,1202.5,360.75,360.75,1202.5,1202.5,4810,240.5,360.75,1202.5
59434,Sancraiu,235.8,235.8,786.0,786.0,3144,157.2,235.8,786.0,235.8,235.8,786.0,786.0,3144,157.2,235.8,786.0
59498,Sanmartin,207.6,207.6,692.0,692.0,2768,138.4,207.6,692.0,207.6,207.6,692.0,692.0,2768,138.4,207.6,692.0
59586,Sanpaul,340.95,340.95,1136.5,1136.5,4546,227.3,340.95,1136.5,340.95,340.95,1136.5,1136.5,4546,227.3,340.95,1136.5
59657,Suatu,250.2,250.2,834.0,834.0,3336,166.8,250.2,834.0,250.2,250.2,834.0,834.0,3336,166.8,250.2,834.0
59693,Tritenii De Jos,704.85,704.85,2349.5,2349.5,9398,469.9,704.85,2349.5,704.85,704.85,2349.5,2349.5,9398,469.9,704.85,2349.5
59764,Tureni,335.25,335.25,1117.5,1117.5,4470,223.5,335.25,1117.5,335.25,335.25,1117.5,1117.5,4470,223.5,335.25,1117.5
59826,Taga,273.15,273.15,910.5,910.5,3642,182.1,273.15,910.5,273.15,273.15,910.5,910.5,3642,182.1,273.15,910.5
59880,Unguras,410.55,410.55,1368.5,1368.5,5474,273.7,410.55,1368.5,410.55,410.55,1368.5,1368.5,5474,273.7,410.55,1368.5
59942,Vad,303.9,303.9,1013.0,1013.0,4052,202.6,303.9,1013.0,303.9,303.9,1013.0,1013.0,4052,202.6,303.9,1013.0
60026,Valea Ierii,140.55,140.55,468.5,468.5,1874,93.7,140.55,468.5,140.55,140.55,468.5,468.5,1874,93.7,140.55,468.5
60062,Viisoara,899.85,899.85,2999.5,2999.5,11998,599.9,899.85,2999.5,899.85,899.85,2999.5,2999.5,11998,599.9,899.85,2999.5
60099,Vultureni,205.05,205.05,683.5,683.5,2734,136.7,205.05,683.5,205.05,205.05,683.5,683.5,2734,136.7,205.05,683.5
60169,Negreni,358.95,358.95,1196.5,1196.5,4786,239.3,358.95,1196.5,358.95,358.95,1196.5,1196.5,4786,239.3,358.95,1196.5
60419,Municipiul Constanta,47696.1,47696.1,158987.0,158987.0,635948,31797.4,47696.1,158987.0,47696.1,47696.1,158987.0,158987.0,635948,31797.4,47696.1,158987.0
60455,Oras Eforie,1647.9,1647.9,5493.0,5493.0,21972,1098.6,1647.9,5493.0,1647.9,1647.9,5493.0,5493.0,21972,1098.6,1647.9,5493.0
