Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie,Total_medici_desc
177405,Racoasa,VN,1,0,2,0,1,2
129763,Valeni,OT,1,0,1,1,1,2
159507,Pesac,TM,1,0,1,0,1,2
179837,Coas,MM,1,0,1,0,1,2
159516,Bucovat,TM,1,0,1,0,1,2
129914,Vitomiresti,OT,1,0,1,1,1,2
130062,Voineasa,OT,1,0,1,0,1,2
159847,Beidaud,TL,1,0,3,0,1,2
151558,Voitinel,SV,1,0,3,1,1,2
151549,Hartop,SV,1,0,3,0,1,2
151530,Balaceana,SV,1,0,3,1,1,2
159883,C.a. Rosetti,TL,1,0,3,0,1,2
159945,Carcaliu,TL,1,0,2,2,1,2
129282,Stefan Cel Mare,OT,1,0,1,1,1,2
152467,Calmatuiu De Sus,TR,1,0,3,0,1,2
159400,Ghilad,TM,1,0,2,0,1,2
153972,Saceni,TR,1,0,2,0,1,2
154184,Segarcea-Vale,TR,1,0,1,1,1,2
154139,Seaca,TR,1,0,2,0,1,2
179613,Sieu,MM,1,0,2,0,1,2
126674,Dobretu,OT,1,0,2,0,1,2
126718,Dobrosloveni,OT,1,0,2,1,1,2
179622,Grosii Tiblesului,MM,1,0,2,0,1,2
126772,Dobroteasa,OT,1,0,1,0,1,2
179659,Negrilesti,BN,1,0,1,0,1,2
125178,Boghicea,NT,1,0,1,1,1,2
154068,Scurtu Mare,TR,1,0,2,0,1,2
126825,Dobrun,OT,1,0,1,1,1,2
126905,Fagetelu,OT,1,0,2,0,1,2
125169,Negresti,NT,1,0,1,1,1,2
125150,Gadinti,NT,1,0,1,2,1,2
154228,Silistea,TR,1,0,2,0,1,2
153936,Salcia,TR,1,0,2,0,1,2
153909,Rasmiresti,TR,1,0,2,0,1,2
153865,Radoiesti,TR,1,0,2,1,1,2
153829,Putineiu,TR,1,0,1,1,1,2
153776,Vitanesti,TR,1,0,2,1,1,2
153623,Plopii-Slavitesti,TR,1,0,2,1,1,2
125141,Pancesti,NT,1,0,1,2,1,2
153589,Pietrosani,TR,1,0,4,0,1,2
178545,Vizantea-Livezi,VN,1,0,1,0,1,2
159375,Checea,TM,1,0,2,0,1,2
125132,Draganesti,NT,1,0,1,1,1,2
127126,Giuvarasti,OT,1,0,1,0,1,2
151460,Serbauti,SV,1,0,2,1,1,2
178750,Vrancioaia,VN,1,0,5,0,1,2
154308,Sarbeni,TR,1,0,2,0,1,2
153437,Necsesti,TR,1,0,2,1,1,2
154790,Troianul,TR,1,0,3,1,1,2
154932,Vartoape,TR,1,0,3,0,1,2
125677,Baldovinesti,OT,1,0,2,0,1,2
125757,Barasti,OT,1,0,1,0,1,2
155136,Purani,TR,1,0,1,0,1,2
125846,Barza,OT,1,0,2,1,1,2
125588,Garcov,OT,1,0,2,1,1,2
178956,Rastoaca,VN,1,0,2,0,1,2
154914,Viisoara,TR,1,0,2,0,1,2
154852,Vedea,TR,1,0,1,1,1,2
125999,Brebeni,OT,1,0,1,1,1,2
125490,Draghiceni,OT,1,0,2,0,1,2
159339,Voiteg,TM,1,0,2,0,1,2
178938,Gologanu,VN,1,0,1,0,1,2
154736,Traian,TR,1,0,2,1,1,2
126406,Crampoia,OT,1,0,1,0,1,2
126077,Bucinisu,OT,1,0,2,0,1,2
154709,Toporu,GR,1,0,1,0,1,2
158804,Stiuca,TM,1,0,1,0,1,2
154585,Tatarastii De Jos,TR,1,0,3,0,1,2
154521,Talpa,TR,1,0,2,1,1,2
126166,Carlogani,OT,1,0,2,0,1,2
125374,Slatioara,OT,1,0,2,2,1,2
178929,Biliesti,VN,1,0,2,0,1,2
178901,Popesti,VN,1,0,3,0,1,2
154460,Suhaia,TR,1,0,3,1,1,2
126228,Colonesti,OT,1,0,3,1,1,2
126380,Coteana,OT,1,0,2,1,1,2
154380,Smardioasa,TR,1,0,3,0,1,2
178475,Vintileasca,VN,1,0,0,0,1,2
127144,Gostavatu,OT,1,0,1,0,1,2
152127,Bogdana,TR,1,0,2,0,1,2
152332,Buzescu,TR,1,0,3,1,1,2
128436,Priseaca,OT,1,0,1,0,1,2
128472,Radomiresti,OT,1,0,2,0,1,2
179757,Herasti,GR,1,0,0,2,1,2
128560,Rotunda,OT,1,0,2,1,1,2
152617,Crangeni,TR,1,0,3,0,1,2
152582,Cosmesti,TR,1,0,2,0,1,2
152564,Contesti,TR,1,0,3,1,1,2
152528,Ciolanesti,TR,1,0,3,0,1,2
178947,Obrejita,VN,1,0,1,0,1,2
179766,Isvoarele,GR,1,0,2,0,1,2
152412,Calmatuiu,TR,1,0,3,0,1,2
155957,Barna,TM,1,0,2,0,1,2
128882,Samburesti,OT,1,0,1,0,1,2
128962,Spineni,OT,1,0,1,12,1,2
128301,Poboru,OT,1,0,2,0,1,2
124750,Tupilati,NT,1,0,1,2,1,2
129040,Sprancenata,OT,1,0,1,1,1,2
156035,Bogda,TM,1,0,2,0,1,2
152314,Bujoru,TR,1,0,2,0,1,2
156151,Brestovat,TM,1,0,2,0,1,2
179800,Maia,IL,1,0,4,0,1,2
179819,Ograda,IL,1,0,3,0,1,2
129095,Stoenesti,OT,1,0,1,0,1,2
129111,Stoicanesti,OT,1,0,1,1,1,2
129139,Strejesti,OT,1,0,1,1,1,2
129184,Studina,OT,1,0,2,0,1,2
129246,Serbanesti,OT,1,0,2,1,1,2
177879,Tanasoaia,VN,1,0,1,0,1,2
178279,Urechesti,VN,1,0,2,0,1,2
152724,Didesti,TR,1,0,1,0,1,2
127171,Gradinari,OT,1,0,1,3,1,2
127750,Obarsia,OT,1,0,3,1,1,2
153339,Marzanesti,TR,1,0,1,0,1,2
153295,Mereni,TR,1,0,2,0,1,2
153277,Maldaeni,TR,1,0,2,1,1,2
153240,Magura,TR,1,0,3,1,1,2
127322,Icoana,OT,1,0,2,1,1,2
179686,Dumitrita,BN,1,0,2,2,1,2
127386,Izvoarele,OT,1,0,2,1,1,2
179695,Simisna,SJ,1,0,1,1,1,2
127411,Leleasca,OT,1,0,1,0,1,2
153124,Lisa,TR,1,0,2,0,1,2
127563,Milcov,OT,1,0,2,1,1,2
153106,Izvoarele,TR,1,0,3,0,1,2
127714,Nicolae Titulescu,OT,1,0,1,0,1,2
127812,Oboga,OT,1,0,2,2,1,2
159393,Fibis,TM,1,0,2,0,1,2
153026,Galateni,TR,1,0,3,0,1,2
127858,Oporelu,OT,1,0,1,1,1,2
127901,Optasi-Magura,OT,1,0,0,1,1,2
127938,Orlea,OT,1,0,2,1,1,2
125123,Valeni,NT,1,0,1,1,1,2
125114,Ghindaoani,NT,1,0,1,1,1,2
125105,Ruginoasa,NT,1,0,1,1,1,2
152993,Frumoasa,TR,1,0,2,1,1,2
125098,Dochia,NT,1,0,1,0,1,2
152902,Draganesti-Vlasca,TR,1,0,6,0,1,2
179711,Vladeni,DB,1,0,2,0,1,2
152868,Draganesti De Vede,TR,1,0,1,0,1,2
179739,Malu,GR,1,0,3,0,1,2
153473,Olteni,TR,1,0,4,9,1,2
144964,Merghindeal,SB,1,0,1,0,1,2
177003,Nistoresti,VN,1,0,1,0,1,2
137540,Culciu,SM,1,0,3,0,1,2
140501,Chiesd,SJ,1,0,1,1,1,2
157736,Manastiur,TM,1,0,1,0,1,2
140477,Carastelec,SJ,1,0,1,0,1,2
140440,Camar,SJ,1,0,1,0,1,2
170168,Glavile,VL,1,0,4,0,1,2
170220,Golesti,VL,1,0,2,0,1,2
164339,Iana,VS,1,0,2,1,1,2
164277,Dimitrie Cantemir,VS,1,0,2,1,1,2
140379,Buciumi,SJ,1,0,2,1,1,2
147161,Botosana,SV,1,0,4,0,1,2
147205,Breaza,SV,1,0,2,1,1,2
170444,Gusoeni,VL,1,0,0,0,1,2
164197,Hoceni,VS,1,0,1,1,1,2
140208,Banisor,SJ,1,0,2,0,1,2
164133,Grivita,VS,1,0,2,1,1,2
140547,Cizer,SJ,1,0,2,0,1,2
140672,Creaca,SJ,1,0,3,1,1,2
140770,Cristolt,SJ,1,0,1,1,1,2
141232,Garbou,SJ,1,0,1,1,1,2
164892,Miclesti,VS,1,0,1,0,1,2
141535,Horoatu Crasnei,SJ,1,0,1,0,1,2
164829,Malusteni,VS,1,0,1,1,1,2
164749,Lunca Banului,VS,1,0,2,1,1,2
141312,Halmasd,SJ,1,0,2,0,1,2
146995,Balcauti,SV,1,0,3,0,1,2
141134,Galgau,SJ,1,0,2,1,1,2
140823,Criseni,SJ,1,0,3,0,1,2
147036,Bilca,SV,1,0,5,1,1,2
141081,Fildu De Jos,SJ,1,0,1,1,1,2
164598,Laza,VS,1,0,3,0,1,2
141027,Dragu,SJ,1,0,1,0,1,2
140958,Dobrin,SJ,1,0,1,0,1,2
140869,Cuzaplac,SJ,1,0,2,1,1,2
140146,Balan,SJ,1,0,3,0,1,2
140084,Babeni,SJ,1,0,3,0,1,2
139982,Almasu,SJ,1,0,3,0,1,2
171469,Milcoiu,VL,1,0,2,0,1,2
147580,Calafindesti,SV,1,0,4,0,1,2
171067,Mateesti,VL,1,0,3,0,1,2
171101,Maciuca,VL,1,0,3,0,1,2
171209,Madulari,VL,1,0,2,0,1,2
171272,Maldaresti,VL,1,0,2,0,1,2
147660,Ilisesti,SV,1,0,12,1,1,2
147713,Carlibaba,SV,1,0,2,1,1,2
147526,Cacica,SV,1,0,7,1,1,2
137899,Homoroade,SM,1,0,2,0,1,2
163379,Delesti,VS,1,0,1,0,1,2
163253,Danesti,VS,1,0,1,0,1,2
137746,Gherta Mica,SM,1,0,1,0,1,2
137728,Foieni,SM,1,0,2,3,1,2
163208,Cretesti,VS,1,0,2,0,1,2
171021,Malaia,VL,1,0,2,0,1,2
138501,Petresti,SM,1,0,3,1,1,2
139937,Agrij,SJ,1,0,1,0,1,2
139250,Urziceni,SM,1,0,1,0,1,2
170792,Lapusata,VL,1,0,3,0,1,2
163967,Gherghesti,VS,1,0,2,0,1,2
163903,Gagesti,VS,1,0,1,5,1,2
139330,Vama,SM,1,0,2,0,1,2
147241,Brodina,SV,1,0,5,1,1,2
139287,Valea Vinului,SM,1,0,3,1,1,2
163789,Epureni,VS,1,0,2,0,1,2
138538,Pir,SM,1,0,1,0,1,2
139214,Turulung,SM,1,0,3,0,1,2
139143,Tarsolt,SM,1,0,1,0,1,2
147465,Bunesti,SV,1,0,2,1,1,2
170872,Livezi,VL,1,0,4,0,1,2
138663,Sanislau,SM,1,0,3,0,1,2
138574,Piscolt,SM,1,0,2,0,1,2
141722,Ip,SJ,1,0,2,0,1,2
141786,Letca,SJ,1,0,2,1,1,2
164936,Muntenii De Jos,VS,1,0,1,0,1,2
167231,Fruntiseni,VS,1,0,2,0,1,2
167035,Vutcani,VS,1,0,2,11,1,2
166413,Todiresti,VS,1,0,4,0,1,2
167071,Zapodeni,VS,1,0,3,0,1,2
143995,Atel,SB,1,0,2,0,1,2
143959,Arpasu De Jos,SB,1,0,2,0,1,2
143922,Apoldu De Jos,SB,1,0,2,0,1,2
166315,Tatarani,VS,1,0,1,0,1,2
166869,Voinesti,VS,1,0,3,1,1,2
166235,Tacuta,VS,1,0,2,0,1,2
167240,Rafaila,VS,1,0,1,1,1,2
143888,Altina,SB,1,0,1,0,1,2
167259,Pogonesti,VS,1,0,1,1,1,2
145471,Sadu,SB,1,0,2,0,1,2
166137,Suletea,VS,1,0,2,1,1,2
166985,Vulturesti,VS,1,0,1,4,1,2
166770,Vinderei,VS,1,0,2,0,1,2
167277,Cozmesti,VS,1,0,1,1,1,2
145104,Mosna,SB,1,0,1,0,1,2
144795,Loamnes,SB,1,0,2,0,1,2
144991,Micasasa,SB,1,0,1,0,1,2
144651,Iacobeni,SB,1,0,1,0,1,2
145042,Mihaileni,SB,1,0,1,0,1,2
144553,Darlos,SB,1,0,1,0,1,2
166707,Viisoara,VS,1,0,2,1,1,2
144508,Carta,SB,1,0,2,0,1,2
145140,Nocrich,SB,1,0,1,0,1,2
144456,Chirpar,SB,1,0,1,0,1,2
144410,Bruiu,SB,1,0,1,0,1,2
144349,Brateiu,SB,1,0,2,0,1,2
144303,Blajel,SB,1,0,2,0,1,2
144232,Barghis,SB,1,0,1,0,1,2
166529,Tutova,VS,1,0,4,5,1,2
166057,Stefan Cel Mare,VS,1,0,2,3,1,2
145738,Seica Mica,SB,1,0,2,0,1,2
141946,Marca,SJ,1,0,2,0,1,2
169306,Creteni,VL,1,0,2,0,1,2
169119,Caineni,VL,1,0,2,0,1,2
142550,Salatig,SJ,1,0,2,0,1,2
142499,Rus,SJ,1,0,1,1,1,2
142426,Romanasi,SJ,1,0,3,0,1,2
169182,Copaceni,VL,1,0,2,0,1,2
165274,Perieni,VS,1,0,2,1,1,2
142373,Poiana Blenchii,SJ,1,0,1,0,1,2
168960,Bunesti,VL,1,0,1,0,1,2
142337,Plopis,SJ,1,0,1,1,1,2
142177,Napradea,SJ,1,0,1,0,1,2
169583,Fauresti,VL,1,0,2,0,1,2
142122,Mirsid,SJ,1,0,2,1,1,2
142079,Mesesenii De Jos,SJ,1,0,1,1,1,2
142006,Maeriste,SJ,1,0,1,0,1,2
165336,Poienesti,VS,1,0,3,1,1,2
165416,Pogana,VS,1,0,2,6,1,2
167295,Feresti,VS,1,0,2,1,1,2
145961,Valea Viilor,SB,1,0,1,0,1,2
167302,Muntenii De Sus,VS,1,0,2,1,1,2
167320,Puscasi,VS,1,0,2,1,1,2
143502,Poplaca,SB,1,0,2,0,1,2
143021,Varsolt,SJ,1,0,2,0,1,2
142952,Valcau De Jos,SJ,1,0,2,0,1,2
165817,Rosiesti,VS,1,0,2,0,1,2
145998,Vurpar,SB,1,0,2,0,1,2
165611,Pungesti,VS,1,0,2,1,1,2
168309,Amarasti,VL,1,0,4,0,1,2
142854,Samsud,SJ,1,0,2,0,1,2
142774,Surduc,SJ,1,0,6,1,1,2
142710,Somes-Odorhei,SJ,1,0,1,0,1,2
142676,Sanmihaiu Almasului,SJ,1,0,2,0,1,2
142612,Sag,SJ,1,0,2,0,1,2
137611,Doba,SM,1,0,2,0,1,2
163137,Costesti,VS,1,0,3,0,1,2
151451,Ciocanesti,SV,1,0,3,1,1,2
137504,Crucisor,SM,1,0,1,0,1,2
149502,Moldova-Sulita,SV,1,0,2,0,1,2
132645,Chiojdeanca,PH,1,0,1,0,1,2
175509,Chiojdeni,VN,1,0,1,0,1,2
149584,Musenita,SV,1,0,1,0,1,2
149753,Paltinoasa,SV,1,0,6,1,1,2
149780,Partestii De Jos,SV,1,0,4,1,1,2
149851,Poiana Stampei,SV,1,0,1,1,1,2
149931,Pojorata,SV,1,0,3,15,1,2
149968,Preutesti,SV,1,0,4,0,1,2
175670,Campuri,VN,1,0,4,0,1,2
132486,Carbunesti,PH,1,0,1,0,1,2
132459,Calugareni,PH,1,0,1,0,1,2
175732,Carligele,VN,1,0,5,0,1,2
175787,Corbita,VN,1,0,1,0,1,2
132379,Boldesti-Gradistea,PH,1,0,2,0,1,2
175466,Brosteni,VN,1,0,3,0,1,2
175439,Bordesti,VN,1,0,1,0,1,2
161053,Nufaru,TL,1,0,4,1,1,2
149049,Horodniceni,SV,1,0,3,1,1,2
161348,Stejaru,TL,1,0,1,0,1,2
148916,Gramesti,SV,1,0,3,1,1,2
161302,Somova,TL,1,0,6,0,1,2
161286,Smardan,TL,1,0,1,1,1,2
161259,Slava Cercheza,TL,1,0,3,0,1,2
161231,Sfantu Gheorghe,TL,1,0,3,1,1,2
144893,Marpod,SB,1,0,1,0,1,2
149370,Manastirea Humorului,SV,1,0,3,1,1,2
149183,Izvoarele Sucevei,SV,1,0,1,1,1,2
161151,Peceneaga,TL,1,0,1,1,1,2
149316,Malini,SV,1,0,12,6,1,2
175206,Balesti,VN,1,0,1,0,1,2
175224,Barsesti,VN,1,0,2,0,1,2
161106,Ostrov,TL,1,0,2,0,1,2
160993,Nalbant,TL,1,0,3,0,1,2
150178,Sadova,SV,1,0,3,0,1,2
150196,Satu Mare,SV,1,0,3,0,1,2
176551,Jitia,VN,1,0,2,0,1,2
160476,Hamcearca,TL,1,0,2,0,1,2
176338,Gura Calitei,VN,1,0,2,0,1,2
150891,Valea Moldovei,SV,1,0,3,1,1,2
160458,Grindu,TL,1,0,1,1,1,2
131461,Dumbravesti,PH,1,0,4,0,1,2
160305,Daeni,TL,1,0,3,1,1,2
176686,Mera,VN,1,0,1,0,1,2
150702,Ulma,SV,1,0,1,1,1,2
160225,Ciucurova,TL,1,0,2,1,1,2
160172,Chilia Veche,TL,1,0,3,0,1,2
176793,Movilita,VN,1,0,2,0,1,2
176855,Nanesti,VN,1,0,1,0,1,2
151433,Comanesti,SV,1,0,2,1,1,2
151442,Iaslovat,SV,1,0,2,1,1,2
131899,Adunati,PH,1,0,5,0,1,2
160528,Horia,TL,1,0,3,7,1,2
150221,Siminicea,SV,1,0,4,0,1,2
132226,Balta Doamnei,PH,1,0,3,0,1,2
160911,Murighiol,TL,1,0,6,0,1,2
150258,Slatina,SV,1,0,3,0,1,2
160877,Mihail Kogalniceanu,TL,1,0,4,1,1,2
132271,Baltesti,PH,1,0,3,0,1,2
160831,Mihai Bravu,TL,1,0,1,0,1,2
150310,Stroiesti,SV,1,0,3,0,1,2
160724,Mahmudia,TL,1,0,5,1,1,2
160564,Izvoarele,TL,1,0,3,0,1,2
132137,Aricestii Zeletin,PH,1,0,2,0,1,2
150356,Stulpicani,SV,1,0,4,1,1,2
150418,Sucevita,SV,1,0,7,0,1,2
132011,Apostolache,PH,1,0,4,0,1,2
131988,Alunis,PH,1,0,4,0,1,2
160617,Jijila,TL,1,0,3,2,1,2
148872,Galanesti,SV,1,0,3,1,1,2
174520,Mitrofani,VL,1,0,1,0,1,2
174502,Diculesti,VL,1,0,1,0,1,2
136250,Olari,PH,1,0,1,0,1,2
136768,Andrid,SM,1,0,2,0,1,2
162693,Bogdanesti,VS,1,0,1,0,1,2
172377,Popesti,VL,1,0,3,0,1,2
162595,Bogdana,VS,1,0,1,1,1,2
172581,Roesti,VL,1,0,4,0,1,2
136278,Batrani,PH,1,0,2,0,1,2
136241,Cocorastii Colt,PH,1,0,3,0,1,2
147884,Crucea,SV,1,0,3,0,1,2
136198,Valcanesti,PH,1,0,2,0,1,2
172698,Rosiile,VL,1,0,3,0,1,2
162559,Blagesti,VS,1,0,2,1,1,2
148097,Dolhesti,SV,1,0,3,1,1,2
172947,Scundu,VL,1,0,2,0,1,2
173597,Sutesti,VL,1,0,2,0,1,2
136802,Apa,SM,1,0,2,0,1,2
136919,Batarci,SM,1,0,1,0,1,2
162452,Balteni,VS,1,0,1,1,1,2
137274,Camarzana,SM,1,0,1,0,1,2
171879,Orlesti,VL,1,0,4,0,1,2
163057,Coroiesti,VS,1,0,1,0,1,2
137443,Craidorolt,SM,1,0,2,0,1,2
137407,Certeze,SM,1,0,1,0,1,2
137363,Cehal,SM,1,0,1,0,1,2
137292,Cauas,SM,1,0,1,0,1,2
137185,Botiz,SM,1,0,3,0,1,2
162791,Bogdanita,VS,1,0,1,1,1,2
137130,Bogdand,SM,1,0,2,0,1,2
162924,Bunesti-Averesti,VS,1,0,1,1,1,2
172153,Perisani,VL,1,0,2,0,1,2
162871,Botesti,VS,1,0,1,0,1,2
172279,Pesceana,VL,1,0,2,0,1,2
137032,Berveni,SM,1,0,2,0,1,2
135850,Tinosu,PH,1,0,3,0,1,2
135681,Tataru,PH,1,0,1,0,1,2
133278,Fantanele,PH,1,0,4,2,1,2
161552,Bestepe,TL,1,0,3,1,1,2
174085,Valea Mare,VL,1,0,2,0,1,2
134014,Magurele,PH,1,0,5,0,1,2
162149,Arsura,VS,1,0,1,1,1,2
162069,Alexandru Vlahuta,VS,1,0,3,1,1,2
133866,Jugureni,PH,1,0,1,0,1,2
162014,Albesti,VS,1,0,1,0,1,2
161525,I.c.bratianu,TL,1,0,1,0,1,2
162327,Bacani,VS,1,0,3,1,1,2
133688,Gura Vadului,PH,1,0,1,0,1,2
133615,Gornet-Cricov,PH,1,0,3,0,1,2
161482,Valea Nucarilor,TL,1,0,3,1,1,2
161464,Turcoaia,TL,1,0,1,2,1,2
133429,Gherghita,PH,1,0,3,0,1,2
174496,Titesti,VL,1,0,2,0,1,2
148453,Fantanele,SV,1,0,4,0,1,2
134336,Pacureti,PH,1,0,1,0,1,2
173686,Sirineasa,VL,1,0,4,0,1,2
135226,Secaria,PH,1,0,3,0,1,2
135618,Stefesti,PH,1,0,2,0,1,2
135547,Sotrile,PH,1,0,4,0,1,2
135501,Soimari,PH,1,0,3,0,1,2
148293,Dornesti,SV,1,0,5,1,1,2
135404,Surani,PH,1,0,3,0,1,2
135244,Sangeru,PH,1,0,3,0,1,2
148328,Dragoiesti,SV,1,0,6,0,1,2
134390,Plopu,PH,1,0,3,0,1,2
135146,Salciile,PH,1,0,2,0,1,2
134899,Provita De Sus,PH,1,0,2,0,1,2
134853,Provita De Jos,PH,1,0,3,0,1,2
134755,Predeal-Sarari,PH,1,0,2,0,1,2
134648,Posesti,PH,1,0,2,0,1,2
148382,Draguseni,SV,1,0,4,1,1,2
149101,Horodnic De Jos,SV,1,0,2,0,1,2
96593,Cozmesti,IS,1,0,2,5,1,2
123709,Poienari,NT,1,0,1,1,1,2
75668,Baleni,GL,1,0,2,0,1,2
17913,Poienarii De Arges,AG,1,0,1,0,1,2
18411,Recea,AG,1,0,2,0,1,2
18554,Salatrucu,AG,1,0,1,0,1,2
19114,Stefan Cel Mare,AG,1,0,4,0,1,2
19212,Teiu,AG,1,0,2,0,1,2
20048,Raca,AG,1,0,1,0,1,2
20055,Vulturesti,AG,1,0,0,12,1,2
20607,Gura Vaii,BC,1,0,2,2,1,2
20670,Stefan Cel Mare,BC,1,0,2,0,1,2
21098,Ardeoani,BC,1,0,3,0,1,2
21249,Beresti-Bistrita,BC,1,0,2,0,1,2
21418,Berzunti,BC,1,0,3,1,1,2
21454,Barsanesti,BC,1,0,2,0,1,2
21597,Brusturoasa,BC,1,0,1,0,1,2
21720,Casin,BC,1,0,1,0,1,2
21891,Colonesti,BC,1,0,1,0,1,2
21971,Corbasca,BC,1,0,2,0,1,2
22059,Cotofanesti,BC,1,0,2,0,1,2
22111,Damienesti,BC,1,0,1,0,1,2
22237,Dealu Morii,BC,1,0,1,0,1,2
22488,Filipeni,BC,1,0,1,0,1,2
22665,Gaiceana,BC,1,0,2,0,1,2
22834,Glavanesti,BC,1,0,1,1,1,2
17824,Oarja,AG,1,0,3,0,1,2
17726,Negrasi,AG,1,0,2,0,1,2
17575,Mozaceni,AG,1,0,3,2,1,2
61005,Aliman,CT,1,0,2,0,1,2
12912,Dorobanti,AR,1,0,2,0,1,2
61951,Ion Corvin,CT,1,0,2,0,1,2
61871,Independenta,CT,1,0,2,0,1,2
12938,Zadareni,AR,1,0,1,0,1,2
61737,Dobromir,CT,1,0,1,1,1,2
61675,Deleni,CT,1,0,1,1,1,2
13891,Albestii De Muscel,AG,1,0,1,0,1,2
61452,Comana,CT,1,0,5,0,1,2
61256,Ciobanu,CT,1,0,3,0,1,2
14352,Beleti-Negresti,AG,1,0,3,0,1,2
60945,Albesti,CT,1,0,1,0,1,2
17423,Moraresti,AG,1,0,2,5,1,2
60883,Adamclisi,CT,1,0,4,0,1,2
14726,Botesti,AG,1,0,2,0,1,2
14922,Bughea De Jos,AG,1,0,2,0,1,2
15064,Caldararu,AG,1,0,1,0,1,2
15402,Cetateni,AG,1,0,3,0,1,2
15652,Cocu,AG,1,0,2,0,1,2
16329,Dambovicioara,AG,1,0,1,0,1,2
16365,Darmanesti,AG,1,0,2,0,1,2
16613,Harsesti,AG,1,0,2,0,1,2
123255,Oniceni,NT,1,0,1,2,1,2
23047,Huruiesti,BC,1,0,2,0,1,2
23127,Izvoru Berheciului,BC,1,0,1,0,1,2
23207,Lipova,BC,1,0,2,1,1,2
28139,Capalna,BH,1,0,3,0,1,2
26361,Prajesti,BC,1,0,1,0,1,2
27007,Oras Vascau,BH,1,0,0,2,1,2
27070,Abram,BH,1,0,2,0,1,2
27169,Abramut,BH,1,0,4,1,1,2
27212,Auseu,BH,1,0,2,1,1,2
27329,Balc,BH,1,0,5,1,1,2
27506,Boianu Mare,BH,1,0,2,0,1,2
27908,Buduslau,BH,1,0,2,0,1,2
27971,Buntesti,BH,1,0,5,0,1,2
28077,Cabesti,BH,1,0,2,0,1,2
54699,Zorlentu Mare,CS,1,0,1,0,1,2
26346,Gioseni,BC,1,0,1,0,1,2
28193,Carpinet,BH,1,0,0,0,1,2
54537,Vermes,CS,1,0,1,0,1,2
54500,Varadia,CS,1,0,1,0,1,2
54485,Valiug,CS,1,0,1,0,1,2
28816,Copacel,BH,1,0,2,0,1,2
54305,Ticvaniu Mare,CS,1,0,1,0,1,2
28889,Cristioru De Jos,BH,1,0,1,0,1,2
29038,Derna,BH,1,0,2,0,1,2
29243,Draganesti,BH,1,0,2,0,1,2
29341,Dragesti,BH,1,0,2,0,1,2
26353,Odobesti,BC,1,0,1,0,1,2
26338,Buciumi,BC,1,0,1,0,1,2
23289,Livezi,BC,1,0,3,0,1,2
25148,Sanduleni,BC,1,0,1,0,1,2
23387,Magiresti,BC,1,0,1,0,1,2
23494,Motoseni,BC,1,0,2,1,1,2
23644,Negri,BC,1,0,1,0,1,2
23868,Oncesti,BC,1,0,3,0,1,2
23948,Orbeni,BC,1,0,2,0,1,2
24427,Plopana,BC,1,0,2,1,1,2
24631,Poduri,BC,1,0,3,0,1,2
24711,Racova,BC,1,0,2,0,1,2
24837,Rachitoasa,BC,1,0,4,14,1,2
24999,Rosiori,BC,1,0,1,0,1,2
25291,Scorteni,BC,1,0,1,2,1,2
26320,Sarata,BC,1,0,0,0,1,2
25362,Secuieni,BC,1,0,3,0,1,2
25488,Solont,BC,1,0,2,0,1,2
25521,Stanisesti,BC,1,0,3,0,1,2
25629,Strugari,BC,1,0,1,0,1,2
25692,Tamasi,BC,1,0,1,0,1,2
25745,Tatarasti,BC,1,0,1,0,1,2
25825,Targu Trotus,BC,1,0,7,0,1,2
25861,Traian,BC,1,0,2,0,1,2
26083,Valea Seaca,BC,1,0,3,2,1,2
26118,Vultureni,BC,1,0,1,0,1,2
62137,Mereni,CT,1,0,1,0,1,2
62609,Pantelimon,CT,1,0,1,0,1,2
62707,Pestera,CT,1,0,2,0,1,2
70968,Botosesti-Paia,DJ,1,0,2,1,1,2
72980,Macesu De Jos,DJ,1,0,2,1,1,2
72819,Grecesti,DJ,1,0,4,1,1,2
72604,Gogosu,DJ,1,0,1,0,1,2
72579,Gangiova,DJ,1,0,5,2,1,2
72506,Giubega,DJ,1,0,3,1,1,2
72409,Ghercesti,DJ,1,0,3,0,1,2
71812,Cioroiasi,DJ,1,0,2,0,1,2
71723,Cernatesti,DJ,1,0,3,1,1,2
71607,Calarasi,DJ,1,0,4,1,1,2
71340,Bulzesti,DJ,1,0,7,0,1,2
70940,Barca,DJ,1,0,3,1,1,2
73460,Negoi,DJ,1,0,2,2,1,2
70726,Apele Vii,DJ,1,0,4,1,1,2
70673,Amarastii De Sus,DJ,1,0,3,2,1,2
11637,Peregu Mare,AR,1,0,3,0,1,2
69447,Varfuri,DB,1,0,2,0,1,2
69394,Visinesti,DB,1,0,2,0,1,2
69303,Valeni-Dambovita,DB,1,0,3,0,1,2
68887,Selaru,DB,1,0,2,0,1,2
68565,Pucheni,DB,1,0,2,0,1,2
68431,Poiana,DB,1,0,3,0,1,2
68253,Morteni,DB,1,0,2,0,1,2
73013,Macesu De Sus,DJ,1,0,3,0,1,2
73852,Radovan,DJ,1,0,5,0,1,2
67737,I. L. Caragiale,DB,1,0,5,0,1,2
74891,Galiciuica,DJ,1,0,1,0,1,2
11174,Halmagel,AR,1,0,1,0,1,2
75356,Beresti-Meria,GL,1,0,2,1,1,2
