Siruta,Judet,Localitate,PersonalMediu_privat,PersonalMediu_public
144795,SB,Loamnes,2,0
144866,SB,Ludos,0,0
144893,SB,Marpod,1,0
144928,SB,Oras Miercurea Sibiului,5,0
144964,SB,Merghindeal,1,0
144991,SB,Micasasa,1,0
145042,SB,Mihaileni,1,0
145104,SB,Mosna,1,0
145140,SB,Nocrich,1,0
145202,SB,Orlat,3,0
145220,SB,Pauca,2,0
145275,SB,Poiana Sibiului,1,0
145293,SB,Porumbacu De Jos,3,0
145355,SB,Racovita,2,0
145382,SB,Rau Sadului,0,0
145408,SB,Rosia,3,0
145471,SB,Sadu,2,0
145499,SB,Oras Saliste,10,0
145603,SB,Slimnic,3,0
145667,SB,Seica Mare,2,0
145738,SB,Seica Mica,2,0
145765,SB,Sura Mare,2,0
145792,SB,Sura Mica,3,0
145827,SB,Oras Talmaciu,20,0
145907,SB,Tilisca,2,0
145934,SB,Turnu Rosu,2,0
145961,SB,Valea Viilor,1,0
145998,SB,Vurpar,2,0
146012,SB,Alma,0,0
146021,SB,Boita,1,22
146263,SV,Municipiul Suceava,671,1139
146281,SV,Ipotesti,8,1
146325,SV,Mitocu Dragomirnei,4,14
146370,SV,Oras Salcea,5,0
146432,SV,Scheia,28,11
146502,SV,Municipiul Campulung Moldovenesc,116,140
146539,SV,Municipiul Falticeni,142,174
146584,SV,Oras Gura Humorului,82,61
146628,SV,Municipiul Radauti,153,239
146655,SV,Oras Siret,27,82
146708,SV,Oras Solca,6,0
146744,SV,Municipiul Vatra Dornei,97,90
146799,SV,Adancata,3,6
146860,SV,Arbore,6,1
146904,SV,Baia,4,0
146931,SV,Oras Milisauti,6,0
146995,SV,Balcauti,3,0
147036,SV,Bilca,5,1
147054,SV,Bogdanesti,6,1
147072,SV,Boroaia,6,1
147134,SV,Bosanci,7,0
147161,SV,Botosana,4,0
147205,SV,Breaza,2,1
147241,SV,Brodina,5,1
147358,SV,Oras Brosteni,4,0
147465,SV,Bunesti,2,1
147526,SV,Cacica,7,1
147580,SV,Calafindesti,4,0
147633,SV,Oras Cajvana,8,0
147660,SV,Ilisesti,12,1
147713,SV,Carlibaba,2,1
147786,SV,Cornu Luncii,8,67
147884,SV,Crucea,3,0
147937,SV,Darmanesti,5,0
148006,SV,Oras Dolhasca,4,0
148097,SV,Dolhesti,3,1
148131,SV,Dorna-Arini,5,1
148202,SV,Dorna Candrenilor,4,0
148293,SV,Dornesti,5,1
148328,SV,Dragoiesti,6,0
148382,SV,Draguseni,4,1
148426,SV,Dumbraveni,8,7
148453,SV,Fantanele,4,0
148514,SV,Forasti,4,1
148612,SV,Oras Frasin,6,0
148667,SV,Fratautii Noi,4,0
148694,SV,Fratautii Vechi,3,0
148729,SV,Frumosu,4,1
148765,SV,Fundu Moldovei,4,8
148872,SV,Galanesti,3,1
148916,SV,Gramesti,3,1
148970,SV,Granicesti,6,0
149049,SV,Horodniceni,3,1
149101,SV,Horodnic De Jos,2,0
149138,SV,Iacobeni,4,0
149183,SV,Izvoarele Sucevei,1,1
149227,SV,Oras Liteni,5,0
149290,SV,Marginea,8,0
149316,SV,Malini,12,6
149370,SV,Manastirea Humorului,3,1
149414,SV,Moara,6,1
149502,SV,Moldova-Sulita,2,0
149539,SV,Moldovita,4,0
149584,SV,Musenita,1,0
149655,SV,Ostra,5,0
149682,SV,Panaci,4,1
149753,SV,Paltinoasa,6,1
149780,SV,Partestii De Jos,4,1
149833,SV,Patrauti,5,0
149851,SV,Poiana Stampei,1,1
149931,SV,Pojorata,3,15
149968,SV,Preutesti,4,0
150043,SV,Putna,5,2
150070,SV,Radaseni,2,0
150114,SV,Rasca,6,0
150178,SV,Sadova,3,0
150196,SV,Satu Mare,3,0
150221,SV,Siminicea,4,0
150258,SV,Slatina,3,0
150294,SV,Straja,9,1
150310,SV,Stroiesti,3,0
150356,SV,Stulpicani,4,1
150418,SV,Sucevita,7,0
150445,SV,Saru Dornei,4,0
150524,SV,Todiresti,8,57
150588,SV,Udesti,7,0
150702,SV,Ulma,1,1
150766,SV,Vadu Moldovei,10,9
150891,SV,Valea Moldovei,3,1
150935,SV,Vama,10,0
150980,SV,Vatra Moldovitei,6,0
151022,SV,Veresti,10,0
151077,SV,Vicovu De Jos,7,1
151095,SV,Oras Vicovu De Sus,15,0
151120,SV,Volovat,5,0
151157,SV,Vulturesti,6,0
151246,SV,Zamostea,5,1
151344,SV,Zvoristea,7,22
151433,SV,Comanesti,2,1
151442,SV,Iaslovat,2,1
151451,SV,Ciocanesti,3,1
151460,SV,Serbauti,2,1
151479,SV,Horodnic De Sus,3,0
151488,SV,Fantana Mare,1,0
151497,SV,Cosna,1,0
151503,SV,Capu Campului,3,0
151512,SV,Hantesti,12,0
151521,SV,Burla,2,0
151530,SV,Balaceana,3,1
151549,SV,Hartop,3,0
151558,SV,Voitinel,3,1
151567,SV,Ciprian Porumbescu,6,1
151576,SV,Berchisesti,1,1
151585,SV,Poieni-Solca,1,0
151683,TR,Municipiul Turnu Magurele,71,145
151709,TR,Ciuperceni,2,1
151736,TR,Islaz,4,1
151763,TR,Lita,2,0
151790,TR,Municipiul Alexandria,234,607
151816,TR,Nanov,3,0
151834,TR,Poroschia,3,51
151870,TR,Municipiul Rosiori De Vede,66,223
151905,TR,Oras Videle,45,124
151932,TR,Crevenicu,1,1
151978,TR,Oras Zimnicea,31,66
151996,TR,Balaci,1,13
152038,TR,Babaita,4,0
152083,TR,Blejesti,2,0
152127,TR,Bogdana,2,0
152172,TR,Botoroaga,5,1
152234,TR,Bragadiru,5,1
152252,TR,Branceni,3,0
152270,TR,Bujoreni,0,0
152314,TR,Bujoru,2,0
152332,TR,Buzescu,3,1
152350,TR,Calinesti,6,0
152412,TR,Calmatuiu,3,0
152467,TR,Calmatuiu De Sus,3,0
152500,TR,Cervenia,3,6
152528,TR,Ciolanesti,3,0
152564,TR,Contesti,3,1
152582,TR,Cosmesti,2,0
152617,TR,Crangeni,3,0
152662,TR,Crangu,2,0
152724,TR,Didesti,1,0
152760,TR,Dobrotesti,5,0
152797,TR,Dracsenei,2,1
152868,TR,Draganesti De Vede,1,0
152902,TR,Draganesti-Vlasca,6,0
152948,TR,Furculesti,3,6
152993,TR,Frumoasa,2,1
153026,TR,Galateni,3,0
153062,TR,Gratia,3,1
153106,TR,Izvoarele,3,0
153124,TR,Lisa,2,0
153151,TR,Lunca,3,1
153204,TR,Mavrodin,5,0
153240,TR,Magura,3,1
153277,TR,Maldaeni,2,1
153295,TR,Mereni,2,0
153339,TR,Marzanesti,1,0
153384,TR,Mosteni,2,0
153400,TR,Nasturelu,2,1
153437,TR,Necsesti,2,1
153473,TR,Olteni,4,9
153507,TR,Orbeasca,9,1
153543,TR,Peretu,7,0
153561,TR,Piatra,4,1
153589,TR,Pietrosani,4,0
153605,TR,Plosca,4,1
153623,TR,Plopii-Slavitesti,2,1
153696,TR,Poeni,6,1
153776,TR,Vitanesti,2,1
153829,TR,Putineiu,1,1
153865,TR,Radoiesti,2,1
153909,TR,Rasmiresti,2,0
153936,TR,Salcia,2,0
153972,TR,Saceni,2,0
154013,TR,Scrioastea,3,1
154068,TR,Scurtu Mare,2,0
154139,TR,Seaca,2,0
154166,TR,Sfintesti,1,0
154184,TR,Segarcea-Vale,1,1
154228,TR,Silistea,2,0
154282,TR,Silistea-Gumesti,1,0
154308,TR,Sarbeni,2,0
154344,TR,Slobozia Mandra,3,1
154380,TR,Smardioasa,3,0
154415,TR,Stejaru,1,1
154460,TR,Suhaia,3,1
154497,TR,Storobaneasa,3,0
154521,TR,Talpa,2,1
154585,TR,Tatarastii De Jos,3,0
154665,TR,Tatarastii De Sus,4,1
154709,GR,Toporu,1,0
154736,TR,Traian,2,1
154754,TR,Trivalea-Mosteni,4,1
154790,TR,Troianul,3,1
154834,TR,Tiganesti,6,1
154852,TR,Vedea,1,1
154914,TR,Viisoara,2,0
154932,TR,Vartoape,3,0
154978,TR,Zambreasca,1,0
154996,TR,Nenciulesti,1,0
155083,TR,Beciu,1,1
155092,TR,Beuca,1,1
155109,TR,Dracea,0,0
155118,TR,Fantanele,1,0
155127,TR,Frasinet,1,0
155136,TR,Purani,1,0
155145,TR,Saelele,1,1
155154,TR,Uda-Clocociov,0,0
155243,TM,Municipiul Timisoara,1896,2471
155261,TM,Dumbravita,12,0
155289,TM,Ghiroda,10,0
155314,TM,Giroc,18,0
155350,TM,Municipiul Lugoj,126,268
155403,TM,Oras Buzias,16,21
155458,TM,Oras Deta,11,43
155494,TM,Oras Jimbolia,15,65
155528,TM,Oras Sannicolau Mare,30,58
155546,TM,Balint,3,0
155591,TM,Banloc,4,0
155662,TM,Bara,0,0
155724,TM,Beba Veche,0,0
155760,TM,Becicherecu Mic,12,0
155797,TM,Belint,4,0
155840,TM,Bethausen,3,0
155911,TM,Biled,3,0
155957,TM,Barna,2,0
156035,TM,Bogda,2,0
156106,TM,Boldur,3,0
156151,TM,Brestovat,2,0
156213,TM,Carpinis,7,0
156259,TM,Cenad,3,0
156277,TM,Cenei,6,0
156311,TM,Cheveresu Mare,2,0
156357,TM,Oras Ciacova,27,23
156437,TM,Comlosu Mare,7,3
156473,TM,Costeiu,4,0
156534,TM,Criciova,2,0
156589,TM,Curtea,1,1
156623,TM,Darova,3,0
156669,TM,Denta,2,0
156712,TM,Dudestii Vechi,5,0
156767,TM,Dumbrava,2,0
156801,TM,Oras Faget,14,58
156927,TM,Fardea,3,0
157004,TM,Foeni,6,0
157031,TM,Gavojdia,3,43
157086,TM,Oras Gataia,9,77
157193,TM,Ghizela,1,0
157246,TM,Giarmata,9,0
157273,TM,Giera,2,0
157317,TM,Giulvaz,2,0
157362,TM,Jamu Mare,4,2
157424,TM,Jebel,8,63
157451,TM,Lenauheim,6,0
157497,TM,Liebling,5,0
157530,TM,Lovrin,5,0
157585,TM,Margina,2,1
157683,TM,Masloc,10,0
157736,TM,Manastiur,1,0
157781,TM,Moravita,3,0
157834,TM,Mosnita Noua,8,0
157898,TM,Nadrag,4,0
157923,TM,Nitchidorf,3,0
157969,TM,Ohaba Lunga,0,1
158010,TM,Ortisoara,11,0
158065,TM,Peciu Nou,7,0
158109,TM,Periam,7,4
158136,TM,Pietroasa,1,0
158181,TM,Pischia,7,0
158243,TM,Racovita,3,0
158314,TM,Oras Recas,11,47
158396,TM,Remetea Mare,7,0
158449,TM,Sacosu Turcesc,5,0
158528,TM,Satchinez,7,0
158564,TM,Sacalaz,8,0
158608,TM,Secas,0,0
158653,TM,Sanandrei,11,0
158699,TM,Sanmihaiu Roman,9,0
158733,TM,Sanpetru Mare,7,0
158779,TM,Sag,5,0
158804,TM,Stiuca,1,0
158859,TM,Teremia Mare,4,0
158895,TM,Tomesti,4,0
158966,TM,Topolovatu Mare,4,0
159035,TM,Tormac,6,0
159071,TM,Traian Vuia,2,0
159142,TM,Uivar,3,0
159213,TM,Varias,7,4
159259,TM,Victor Vlad Delamarina,2,0
159339,TM,Voiteg,2,0
159366,TM,Birda,4,0
159375,TM,Checea,2,0
159384,TM,Dudestii Noi,3,0
159393,TM,Fibis,2,0
159400,TM,Ghilad,2,0
159419,TM,Gottlob,2,0
159428,TM,Iecea Mare,3,0
159437,TM,Parta,2,0
159446,TM,Padureni,3,0
159455,TM,Saravale,4,0
159464,TM,Sandra,8,0
159473,TM,Tomnatic,4,0
159482,TM,Valcani,1,0
159491,TM,Livezile,2,0
159507,TM,Pesac,1,0
159516,TM,Bucovat,1,0
159525,TM,Otelec,0,0
159614,TL,Municipiul Tulcea,369,705
159650,TL,Oras Babadag,3,37
159687,TL,Oras Isaccea,1,11
159730,TL,Oras Macin,4,56
159767,TL,Oras Sulina,2,2
159785,TL,Baia,3,1
159847,TL,Beidaud,3,0
159883,TL,C.a. Rosetti,3,0
159945,TL,Carcaliu,2,2
159963,TL,Casimcea,3,0
160047,TL,Ceatalchioi,0,1
160092,TL,Ceamurlia De Jos,3,0
160127,TL,Cerna,4,2
160172,TL,Chilia Veche,3,0
160225,TL,Ciucurova,2,1
160261,TL,Crisan,0,2
160305,TL,Daeni,3,1
160323,TL,Dorobantu,2,1
160387,TL,Frecatei,5,0
160430,TL,Greci,4,2
160458,TL,Grindu,1,1
160476,TL,Hamcearca,2,0
160528,TL,Horia,3,7
160564,TL,Izvoarele,3,0
160617,TL,Jijila,3,2
160644,TL,Jurilovca,9,0
160680,TL,Luncavita,4,2
160724,TL,Mahmudia,5,1
160779,TL,Maliuc,0,2
160831,TL,Mihai Bravu,1,0
160877,TL,Mihail Kogalniceanu,4,1
160911,TL,Murighiol,6,0
160993,TL,Nalbant,3,0
161035,TL,Niculitel,4,1
161053,TL,Nufaru,4,1
161106,TL,Ostrov,2,0
161133,TL,Pardina,1,0
161151,TL,Peceneaga,1,1
161179,TL,Sarichioi,5,8
161231,TL,Sfantu Gheorghe,3,1
161259,TL,Slava Cercheza,3,0
161286,TL,Smardan,1,1
161302,TL,Somova,6,0
161348,TL,Stejaru,1,0
161384,TL,Topolog,4,3
161464,TL,Turcoaia,1,2
161482,TL,Valea Nucarilor,3,1
161525,TL,I.c.bratianu,1,0
161543,TL,Vacareni,2,0
161552,TL,Bestepe,3,1
161561,TL,Valea Teilor,2,1
161794,VS,Municipiul Barlad,201,524
161829,VS,Municipiul Husi,59,200
161856,VS,Oras Negresti,18,14
161945,VS,Municipiul Vaslui,189,686
162014,VS,Albesti,1,0
162069,VS,Alexandru Vlahuta,3,1
162149,VS,Arsura,1,1
162194,VS,Banca,4,1
162327,VS,Bacani,3,1
162381,VS,Bacesti,1,22
162452,VS,Balteni,1,1
162498,VS,Berezeni,2,1
162559,VS,Blagesti,2,1
162595,VS,Bogdana,1,1
162693,VS,Bogdanesti,1,0
162791,VS,Bogdanita,1,1
162871,VS,Botesti,1,0
162924,VS,Bunesti-Averesti,1,1
163002,VS,Codaesti,4,13
163057,VS,Coroiesti,1,0
163137,VS,Costesti,3,0
163208,VS,Cretesti,2,0
163253,VS,Danesti,1,0
163324,VS,Deleni,0,1
163379,VS,Delesti,1,0
163486,VS,Dragomiresti,4,4
163618,VS,Dranceni,4,6
163681,VS,Duda-Epureni,2,0
163734,VS,Dumesti,2,0
163789,VS,Epureni,2,0
163832,VS,Falciu,4,11
163903,VS,Gagesti,1,5
163967,VS,Gherghesti,2,0
164062,VS,Garceni,0,0
164133,VS,Grivita,2,1
164197,VS,Hoceni,1,1
164277,VS,Dimitrie Cantemir,2,1
164339,VS,Iana,2,1
164393,VS,Ivanesti,4,0
164543,VS,Ivesti,0,1
164598,VS,Laza,3,0
164687,VS,Lipovat,4,3
164749,VS,Lunca Banului,2,1
164829,VS,Malusteni,1,1
164892,VS,Miclesti,1,0
164936,VS,Muntenii De Jos,1,0
164981,VS,Oras Murgeni,6,28
165069,VS,Oltenesti,2,0
165130,VS,Osesti,3,1
165185,VS,Padureni,2,0
165274,VS,Perieni,2,1
165336,VS,Poienesti,3,1
165416,VS,Pogana,2,6
165470,VS,Puiesti,4,4
165611,VS,Pungesti,2,1
165719,VS,Rebricea,3,1
165817,VS,Rosiesti,2,0
165899,VS,Solesti,4,0
165979,VS,Stanilesti,3,0
166057,VS,Stefan Cel Mare,2,3
166137,VS,Suletea,2,1
166182,VS,Tanacu,3,1
166235,VS,Tacuta,2,0
166315,VS,Tatarani,1,0
166413,VS,Todiresti,4,0
166529,VS,Tutova,4,5
166636,VS,Valeni,3,0
166672,VS,Vetrisoaia,2,1
166707,VS,Viisoara,2,1
166770,VS,Vinderei,2,0
166869,VS,Voinesti,3,1
166985,VS,Vulturesti,1,4
167035,VS,Vutcani,2,11
167071,VS,Zapodeni,3,0
167179,VS,Zorleni,6,1
167222,VS,Ibanesti,0,0
167231,VS,Fruntiseni,2,0
167240,VS,Rafaila,1,1
167259,VS,Pogonesti,1,1
167268,VS,Ciocani,0,1
167277,VS,Cozmesti,1,1
167286,VS,Dodesti,0,1
167295,VS,Feresti,2,1
167302,VS,Muntenii De Sus,2,1
167311,VS,Pochidia,0,1
167320,VS,Puscasi,2,1
167473,VL,Municipiul Ramnicu Valcea,251,1119
167641,VL,Oras Baile Govora,27,0
167696,VL,Oras Baile Olanesti,70,0
167794,VL,Oras Brezoi,9,35
167909,VL,Oras Calimanesti,46,24
167981,VL,Municipiul Dragasani,84,108
168041,VL,Oras Horezu,16,10
168130,VL,Oras Ocnele Mari,5,0
168229,VL,Alunu,3,0
168309,VL,Amarasti,4,0
168372,VL,Oras Babeni,10,0
168452,VL,Oras Balcesti,12,2
168559,VL,Barbatesti,10,0
168602,VL,Oras Berbesti,10,0
168675,VL,Berislavesti,3,0
168755,VL,Boisoara,0,0
168791,VL,Budesti,5,0
168880,VL,Bujoreni,5,0
168960,VL,Bunesti,1,0
169039,VL,Cernisoara,5,0
169119,VL,Caineni,2,0
169182,VL,Copaceni,2,0
169253,VL,Costesti,5,0
169306,VL,Creteni,2,0
169351,VL,Daesti,3,0
169404,VL,Danicei,3,0
169547,VL,Dragoesti,11,42
169583,VL,Fauresti,2,0
169681,VL,Fartatesti,3,0
169896,VL,Francesti,4,0
169994,VL,Galicea,3,0
170097,VL,Ghioroiu,0,0
170168,VL,Glavile,4,0
170220,VL,Golesti,2,0
170346,VL,Gradistea,7,0
170444,VL,Gusoeni,0,0
170514,VL,Ionesti,7,0
170612,VL,Lalosu,3,0
170685,VL,Ladesti,3,32
170792,VL,Lapusata,3,0
170872,VL,Livezi,4,0
170952,VL,Lungesti,4,0
171021,VL,Malaia,2,0
171067,VL,Mateesti,3,0
171101,VL,Maciuca,3,0
171209,VL,Madulari,2,0
171272,VL,Maldaresti,2,0
171325,VL,Mihaesti,6,82
171469,VL,Milcoiu,2,0
171539,VL,Muereasca,3,0
171628,VL,Nicolae Balcescu,8,0
171806,VL,Olanu,5,0
171879,VL,Orlesti,4,0
171931,VL,Otesani,6,0
171995,VL,Pausesti,4,0
172082,VL,Pausesti-Maglasi,3,0
172153,VL,Perisani,2,0
172279,VL,Pesceana,2,0
172340,VL,Pietrari,4,0
172377,VL,Popesti,3,0
172457,VL,Prundeni,4,0
172509,VL,Racovita,2,0
172581,VL,Roesti,4,0
172698,VL,Rosiile,3,0
172812,VL,Runcu,4,0
172894,VL,Salatrucel,4,0
172947,VL,Scundu,2,0
172992,VL,Sinesti,4,10
173061,VL,Slatioara,4,0
173132,VL,Stanesti,0,0
173230,VL,Stoenesti,4,0
173374,VL,Stoilesti,6,0
173533,VL,Stroesti,5,0
173597,VL,Sutesti,2,0
173686,VL,Sirineasa,4,0
173748,VL,Stefanesti,4,0
173793,VL,Susani,3,0
173855,VL,Tetoiu,4,0
173935,VL,Tomsani,4,0
174021,VL,Vaideeni,4,0
174085,VL,Valea Mare,2,0
174156,VL,Vladesti,3,0
174218,VL,Voicesti,2,0
174254,VL,Voineasa,0,0
174290,VL,Zatreni,6,0
174496,VL,Titesti,2,0
174502,VL,Diculesti,1,0
174511,VL,Lacusteni,0,0
174520,VL,Mitrofani,1,0
174744,VN,Municipiul Focsani,280,1092
174780,VN,Campineanca,4,0
174824,VN,Golesti,2,0
174860,VN,Municipiul Adjud,41,112
174922,VN,Oras Marasesti,5,6
175019,VN,Oras Odobesti,11,4
175055,VN,Oras Panciu,20,49
175126,VN,Andreiasu De Jos,1,0
175206,VN,Balesti,1,0
175224,VN,Barsesti,2,0
175260,VN,Boghesti,0,0
175368,VN,Bolotesti,3,0
175439,VN,Bordesti,1,0
175466,VN,Brosteni,3,0
175509,VN,Chiojdeni,1,0
175590,VN,Ciorasti,3,0
175670,VN,Campuri,4,0
175732,VN,Carligele,5,0
175787,VN,Corbita,1,0
175885,VN,Cotesti,5,0
175938,VN,Dumbraveni,3,54
175983,VN,Dumitresti,4,4
176150,VN,Fitionesti,3,0
176212,VN,Garoafa,4,0
176301,VN,Gugesti,5,0
176338,VN,Gura Calitei,2,0
176445,VN,Homocea,7,0
176506,VN,Jaristea,3,1
176551,VN,Jitia,2,0
176613,VN,Maicanesti,2,3
176686,VN,Mera,1,0
176748,VN,Milcovul,6,0
176793,VN,Movilita,2,0
176855,VN,Nanesti,1,0
176891,VN,Naruja,1,0
176944,VN,Nereju,2,0
177003,VN,Nistoresti,1,0
177101,VN,Paltin,2,0
177236,VN,Paunesti,3,0
177263,VN,Poiana Cristei,2,0
177352,VN,Pufesti,4,0
177405,VN,Racoasa,2,0
177469,VN,Reghiu,0,0
177557,VN,Ruginesti,5,0
177600,VN,Sihlea,2,0
177655,VN,Slobozia Bradului,2,0
177726,VN,Slobozia Ciorasti,0,0
177762,VN,Soveja,2,0
177799,VN,Straoane,1,0
177842,VN,Suraia,4,0
177879,VN,Tanasoaia,1,0
177986,VN,Tataranu,3,0
178046,VN,Tamboesti,3,0
178117,VN,Tulnici,2,0
178180,VN,Tifesti,3,0
178279,VN,Urechesti,2,0
178313,VN,Valea Sarii,0,0
178377,VN,Vidra,6,64
178475,VN,Vintileasca,0,0
178545,VN,Vizantea-Livezi,1,0
178607,VN,Vanatori,6,0
178689,VN,Vartescoiu,2,0
178750,VN,Vrancioaia,5,0
178821,VN,Vulturu,9,0
178885,VN,Negrilesti,0,0
178894,VN,Ploscuteni,2,0
178901,VN,Popesti,3,0
178910,VN,Paulesti,0,0
178929,VN,Biliesti,2,0
178938,VN,Gologanu,1,0
178947,VN,Obrejita,1,0
178956,VN,Rastoaca,2,0
178965,VN,Spulber,0,0
179132,B,Municipiul Bucuresti,6080,14702
179221,IF,Oras Bragadiru,33,8
179249,IF,Chiajna,14,1
179285,IF,Oras Chitila,8,7
179310,IF,Dobroesti,6,1
179347,IF,Glina,4,1
179383,IF,Jilava,9,22
179409,IF,Oras Magurele,8,7
179463,IF,Mogosoaia,4,1
179481,IF,Oras Otopeni,66,178
179515,IF,Oras Pantelimon,11,9
179533,IF,Oras Popesti Leordeni,30,14
179551,IF,Oras Voluntari,75,35
179588,IF,Copaceni,4,1
179604,MM,Poienile Izei,0,1
179613,MM,Sieu,2,0
179622,MM,Grosii Tiblesului,2,0
179631,SJ,Treznea,0,0
179640,DB,Vulcana-Pandele,2,0
179659,BN,Negrilesti,1,0
179677,SM,Camin,0,0
179686,BN,Dumitrita,2,2
179695,SJ,Simisna,1,1
179702,IL,Traian,2,2
179711,DB,Vladeni,2,0
179720,BN,Poiana Ilvei,1,0
179739,GR,Malu,3,0
179748,GR,Cosoba,2,0
179757,GR,Herasti,0,2
179766,GR,Isvoarele,2,0
179775,GR,Sabareni,4,0
179784,IL,Boranesti,0,0
179793,IL,Buesti,1,0
179800,IL,Maia,4,0
179819,IL,Ograda,3,0
179828,IL,Rosiori,2,0
179837,MM,Coas,1,0
179846,MM,Coltau,8,0
179855,MM,Gardani,1,0
179864,MM,Oncesti,1,0
179873,SM,Agris,0,0
179882,SM,Ciumesti,0,0
179891,DB,Raciu,3,0
179908,DB,Pietrari,2,0
179917,DB,Rau Alb,2,0
179926,DB,Rascaeti,2,0
179935,DB,Persinari,3,0
179944,BN,Runcu Salvei,0,0
179953,BN,Ciceu- Mihaiesti,0,0
179962,CL,Galbinasi,0,0
179971,IL,Colelia,0,0
179980,IL,Marculesti,1,0
179999,IL,Moldoveni,2,0
180000,IL,Platonesti,3,1
180019,IL,Sarateni,1,0
180028,SM,Porumbesti,0,0
180037,SJ,Boghis,2,5
180046,IL,Gura Ialomitei,2,0
180055,CL,Crivat,2,0
180064,IL,Barbulesti,0,1
180091,SM,Racsa,0,0
